"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","1","1","1","0","0","0","0","0"
"20〜24歳","24","3","8","16","0","0","0","0","0"
"25〜29歳","34","5","14","18","0","0","0","0","0"
"30〜34歳","25","6","15","7","0","0","0","0","0"
"35〜39歳","24","7","13","9","0","0","0","0","0"
"40〜44歳","17","6","7","11","0","0","0","0","0"
"45〜49歳","10","5","8","6","0","0","1","0","0"
"50〜54歳","5","1","6","2","0","0","2","0","0"
"55〜59歳","6","2","1","1","0","0","2","0","0"
"60〜64歳","2","4","3","0","0","0","2","0","0"
"65〜69歳","0","1","0","0","0","0","1","1","0"
"70歳以上","2","0","2","2","0","0","27","1","0"
"合計","151","41","78","73","0","0","40","2","0"
