"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","244","63","2","28","55","134","2","2","0","2","1","1","1","0","0","3","0","0","0","0","0","5","25","","","","","",""
"区南部","282","55","0","36","49","132","1","3","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","","","","","",""
"区西南部","240","45","0","15","64","126","1","2","1","2","0","3","2","0","0","1","0","0","0","0","0","2","4","","","","","",""
"区西部","305","68","0","13","63","137","2","4","0","4","0","0","0","0","0","4","0","0","0","0","0","4","3","","","","","",""
"区西北部","476","91","0","43","90","187","7","6","4","2","0","0","1","0","0","2","0","0","0","0","0","4","4","","","","","",""
"区東北部","326","68","0","56","59","142","2","3","1","4","1","0","1","0","0","0","0","0","0","0","0","1","2","","","","","",""
"区東部","373","77","0","50","77","166","1","2","0","2","0","0","2","0","0","0","1","0","0","0","0","1","7","","","","","",""
"西多摩","122","11","0","1","13","9","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"南多摩","601","58","0","37","95","164","4","16","1","3","1","0","0","0","0","1","0","0","0","0","0","2","1","","","","","",""
"北多摩西部","194","16","0","6","48","58","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","414","45","0","24","108","103","6","2","1","4","0","1","1","1","0","0","0","0","1","0","0","6","7","","","","","",""
"北多摩北部","264","30","0","54","79","116","0","8","0","3","1","0","1","0","0","0","0","0","0","0","0","4","9","","","","","",""
"島しょ","14","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3855","629","2","363","801","1474","29","51","9","26","4","5","9","1","0","14","1","0","1","0","0","30","66","","","","","",""
