"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","4","0","0","3","0","0","0","0","0","",""
"みなと","3","6","1","0","0","0","0","0","0","",""
"新宿区","26","4","4","17","0","0","42","10","6","",""
"文京","0","0","0","0","0","0","8","8","0","",""
"台東","0","1","0","2","0","0","0","0","0","",""
"墨田区","3","5","2","2","0","0","4","0","0","",""
"江東区","16","12","2","27","0","1","0","0","0","",""
"品川区","1","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","1","0","0","0","1","5","0","0","",""
"世田谷","0","0","0","0","0","0","13","0","0","",""
"渋谷区","6","0","1","0","0","0","8","13","0","",""
"中野区","6","0","0","1","1","1","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","19","5","7","8","0","0","14","3","0","",""
"長崎","0","0","0","0","0","0","0","0","0","",""
"北区","0","0","1","1","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","5","0","0","1","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","3","1","0","6","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","0","1","0","0","0","0","3","0","0","",""
"秋川","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"多摩川","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","0","1","9","1","0","0","0","0","",""
"村山大和","0","0","0","0","0","0","0","0","0","",""
"府中小金井","0","0","0","0","0","0","0","0","0","",""
"狛江調布","0","0","0","0","0","0","0","0","0","",""
"三鷹武蔵野","7","3","1","5","0","1","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"多摩東村山","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","101","39","20","82","2","4","100","34","6","",""
