"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","3","0","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","3","8","2","1","0","1","0","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","6","2","16","3","4","0","2","0","21","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","0","8","6","2","4","1","1","0","14","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","1","2","1","4","0","1","0","11","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","0","1","0","13","1","2","2","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","5","4","5","2","0","3","0","17","1","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","0","1","9","8","60","5","10","1","4","0","54","0","2","0","0","2","0","0","0","0","0","","","","","",""
"品川区","0","0","5","4","24","1","8","2","2","0","23","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","12","1","0","1","1","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","4","19","23","72","11","4","2","3","0","61","7","2","0","0","3","0","0","0","0","0","","","","","",""
"世田谷","0","0","4","39","58","18","44","2","5","0","42","2","3","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","1","9","0","1","1","1","0","5","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中野区","0","0","0","7","20","2","2","0","1","0","40","1","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","3","5","32","4","3","0","6","0","19","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","1","1","4","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北区","0","0","1","3","21","6","4","2","3","0","26","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","0","6","0","17","3","18","4","3","0","26","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","2","0","14","2","1","0","4","0","26","2","4","0","0","0","0","0","2","0","0","","","","","",""
"練馬区","0","1","7","13","21","6","5","0","9","0","102","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","0","1","20","41","7","5","3","3","0","68","4","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","4","16","2","8","2","4","0","36","1","0","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","0","0","6","26","45","2","8","0","5","0","82","1","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","2","4","23","56","7","14","2","5","0","50","3","4","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","22","32","12","26","2","4","0","49","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","7","15","1","2","0","3","1","15","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","5","0","6","31","8","6","1","5","0","54","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","2","21","34","2","5","1","3","0","48","8","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","4","27","64","10","10","5","9","1","70","3","4","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","2","7","20","47","5","9","1","12","1","106","0","0","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","18","91","301","797","129","211","35","105","3","1099","41","23","1","1","7","0","1","8","0","1","","","","","",""
