"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","1","0","0","0","11","9","0","0","3","0","0","0","0","0","0","8","0","0","0","0","4","3","1","0","0","0"
"みなと","0","6","0","8","48","15","3","0","3","0","0","3","0","0","0","0","0","1","0","0","8","6","0","1","1","0"
"新宿区","1","0","0","5","38","3","0","0","1","0","0","1","2","0","0","2","0","0","6","0","9","6","2","2","2","0"
"文京","0","1","1","6","9","2","1","0","0","0","0","1","0","0","0","3","0","0","0","0","5","3","1","1","1","0"
"台東","0","0","0","9","25","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","0","1","0","6","11","4","5","0","4","0","0","2","2","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","0","0","0","4","75","12","1","0","3","0","0","4","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","0","0","0","4","80","8","1","0","4","0","0","4","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","0","0","0","0","13","6","1","0","1","1","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","2","4","2","17","93","7","1","3","2","0","1","10","1","1","1","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","0","0","0","7","72","11","2","1","2","0","0","7","0","0","0","0","0","0","0","0","16","8","2","1","2","0"
"渋谷区","1","0","0","2","17","3","1","0","2","1","0","1","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","4","0","0","2","62","4","1","6","1","0","0","1","2","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","0","1","0","10","51","7","0","0","1","0","0","4","0","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","0","0","0","1","11","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","4","0","0","6","15","8","2","0","1","0","0","1","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","0","0","1","1","20","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","1","0","0","3","16","4","1","0","1","1","0","1","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","0","0","0","2","31","6","1","1","2","0","0","3","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","1","0","0","26","37","10","0","1","9","0","0","1","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"葛飾区","0","0","1","6","27","12","0","7","4","0","0","5","0","0","0","0","0","0","1","0","9","4","1","1","1","0"
"江戸川","0","6","4","11","47","24","0","5","5","0","1","2","0","0","0","4","0","0","0","0","12","5","2","0","0","0"
"八王子市","2","1","2","26","76","15","1","2","7","0","0","11","1","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","2","2","0","9","92","11","0","0","4","0","6","2","3","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","1","0","0","5","16","3","0","0","1","0","0","3","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","1","0","0","5","33","13","0","0","3","0","1","7","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","2","0","0","3","34","7","1","0","0","0","0","11","0","0","0","1","0","0","0","0","13","6","2","1","1","0"
"多摩府中","0","0","0","13","41","4","2","2","4","0","0","1","0","0","1","0","1","0","0","0","19","9","3","3","3","0"
"多摩小平","4","1","0","14","49","15","5","2","5","0","1","11","0","0","0","2","0","0","0","0","14","6","2","1","2","0"
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","27","24","11","211","1152","230","30","34","74","3","10","99","11","1","2","22","1","1","7","0","287","148","39","23","25","0"
