"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","2","0","0","0","2"
"中央区","9","0","0","1","0","0","0","0","0","2","0"
"みなと","28","8","5","15","1","0","0","0","0","2","1"
"新宿区","45","4","7","33","2","1","42","16","5","5","2"
"文京","0","0","0","0","0","0","16","8","0","1","1"
"台東","39","27","4","2","11","0","0","0","0","4","0"
"墨田区","1","4","0","2","0","0","8","7","0","1","1"
"江東区","28","14","10","21","0","0","0","0","0","3","0"
"品川区","0","0","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","0","1","0","0","0","0","4","0","0","3","1"
"世田谷","0","0","0","0","0","0","27","0","0","0","2"
"渋谷区","11","1","0","1","0","0","21","36","0","3","2"
"中野区","3","1","0","0","0","0","0","0","0","1","1"
"杉並","0","0","0","0","0","0","0","0","0","0","1"
"池袋","26","10","14","6","0","1","17","4","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","6","1","0","0","0","0","0","0","0","1","0"
"板橋区","4","1","3","1","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","5","0","4","0","0","0","0","0","1","0"
"葛飾区","0","0","0","0","0","0","7","0","0","0","1"
"江戸川","0","0","0","0","0","0","0","0","0","0","0"
"八王子","7","2","1","0","13","0","6","0","1","3","1"
"秋川","0","0","0","0","0","0","0","0","0","0","0"
"町田市","4","0","0","0","0","0","0","0","0","1","0"
"多摩川","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","8","1","3","9","3","1","0","0","0","2","1"
"村山大和","0","0","0","0","0","0","0","0","0","0","0"
"府中小金井","0","0","0","0","0","0","0","0","0","0","1"
"狛江調布","0","0","0","0","0","0","0","0","0","0","0"
"三鷹武蔵野","2","0","0","3","0","0","0","0","0","1","1"
"多摩小平","0","0","0","0","0","0","0","0","0","0","1"
"多摩東村山","0","0","0","0","0","0","4","0","0","0","1"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","224","80","47","98","30","3","155","71","6","41","25"
