"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","2","1","0","0","0","1","1","0","2","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","26","5","11","0","26","0","11","0","1","0","0","0","0","0","1","0"
"1歳","0","0","9","8","42","14","19","2","25","0","70","1","6","0","0","0","0","0","0","0"
"2歳","0","0","5","9","36","12","16","1","2","0","56","2","1","0","0","0","0","0","0","0"
"3歳","0","0","8","26","43","12","15","2","0","0","35","9","2","0","0","1","0","0","0","0"
"4歳","0","0","16","22","36","21","12","1","0","0","20","8","0","0","0","0","0","0","0","0"
"5歳","0","0","3","20","30","13","4","2","0","0","12","8","0","0","0","0","0","0","0","0"
"6歳","0","0","11","25","25","8","2","3","0","0","1","9","0","0","0","0","0","0","0","0"
"7歳","0","0","4","23","15","2","4","1","1","0","4","2","0","0","0","0","0","0","0","0"
"8歳","0","0","1","13","22","2","0","2","0","0","2","2","1","0","0","0","0","0","0","0"
"9歳","0","0","1","8","15","1","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","12","36","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","1","10","0","0","0","0","2","1","0","0","0","1","1","0","0","0","0"
"20〜29歳","0","0","2","15","59","1","4","1","0","0","6","0","0","0","0","4","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","0","63","182","397","93","87","19","54","4","219","45","13","0","1","11","0","0","1","0"
