"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","5","2","2","9","0","0","0","0","0","",""
"中央区","9","2","1","1","0","0","0","0","0","",""
"みなと","13","31","14","1","0","1","6","1","0","",""
"新宿区","23","11","19","31","0","4","16","3","0","",""
"文京","6","1","3","2","0","0","5","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","",""
"墨田区","2","2","1","3","0","0","1","1","0","",""
"江東区","9","4","2","13","0","1","0","0","0","",""
"品川区","1","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","1","0","0","2","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","3","3","1","0","0","0","3","0","0","",""
"中野区","6","0","0","4","0","0","0","0","0","",""
"杉並","7","0","0","2","0","0","21","1","0","",""
"池袋","16","3","5","9","0","0","4","3","0","",""
"北区","0","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","0","0","8","0","0","2","0","1","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","3","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","8","5","0","",""
"江戸川","4","0","1","1","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","",""
"多摩府中","2","0","0","3","0","0","20","8","1","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","114","59","53","89","0","6","90","22","2","",""
