"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","0","0","1","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","25","2","1","4","10","6","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","16","0","1","2","18","3","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","","","","","",""
"文京","9","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","6","0","0","3","12","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","20","0","1","11","13","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","46","0","0","3","58","7","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","15","0","0","10","33","3","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","0","0","2","5","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","64","0","0","15","46","2","0","11","3","1","1","1","3","1","1","0","0","0","0","0","0","","","","","",""
"世田谷","51","0","1","9","56","5","1","4","1","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","10","0","0","0","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","7","0","1","2","16","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","10","0","0","2","23","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","12","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","16","0","0","1","8","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","16","0","1","6","22","0","0","1","1","4","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","1","0","1","33","0","0","1","1","0","1","2","1","0","0","2","0","0","0","0","0","","","","","",""
"練馬区","33","0","1","13","46","7","0","4","5","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","68","0","0","14","41","7","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","58","0","0","4","38","5","0","1","4","0","0","1","0","0","0","0","0","0","2","0","0","","","","","",""
"江戸川","43","0","3","5","33","3","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","109","1","3","25","71","6","0","7","6","0","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","53","0","1","15","49","12","0","2","3","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","20","0","0","1","25","8","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","0","0","7","35","6","0","2","3","0","3","5","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","69","4","1","13","52","10","0","4","6","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","68","1","5","17","74","7","1","4","5","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","46","0","3","20","62","8","0","14","11","1","0","7","0","0","0","1","0","0","2","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","947","9","23","206","893","125","4","72","73","8","6","36","10","1","1","6","0","0","5","0","0","","","","","",""
