"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","8","0","1","3","0","0","0","1","0"
"20〜24歳","43","5","12","9","0","0","1","0","0"
"25〜29歳","47","5","9","6","2","0","0","0","0"
"30〜34歳","35","5","4","8","0","0","0","0","0"
"35〜39歳","24","1","6","9","0","0","3","0","0"
"40〜44歳","12","2","6","1","0","0","1","1","0"
"45〜49歳","7","1","4","2","0","0","0","0","0"
"50〜54歳","7","2","2","3","0","0","2","0","0"
"55〜59歳","7","0","4","2","0","0","5","0","0"
"60〜64歳","1","0","0","0","0","0","3","1","0"
"65〜69歳","1","0","0","0","0","0","4","2","0"
"70歳以上","0","1","0","0","0","0","39","6","0"
"合計","192","22","48","43","2","0","64","11","0"
