"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","2","2","8","41","3","0","0","3","3","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","44","4","4","4","50","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","55","4","2","2","55","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","38","1","0","9","60","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","85","2","0","9","59","1","1","0","3","0","1","2","0","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","35","0","3","3","41","0","2","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","35","7","3","8","54","2","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","9","0","0","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","58","10","3","3","60","1","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","37","1","0","1","20","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","25","0","0","5","46","5","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","53","2","0","2","51","6","1","0","6","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","502","33","17","54","550","19","4","0","36","3","9","7","0","0","3","0","1","0","0","0","2","","","","","",""
