"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","5","5","28","8","9","0","3","1","22","2","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","4","6","4","22","4","17","3","5","1","23","2","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","8","0","18","2","18","0","2","0","13","6","0","0","0","1","0","0","0","0","","","","","",""
"区西部","0","0","8","5","29","2","21","0","3","0","15","5","3","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","2","4","20","4","11","1","0","1","17","3","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","4","22","3","2","1","8","0","22","20","0","0","0","0","0","0","1","0","","","","","",""
"区東部","0","0","11","7","21","6","8","1","5","0","18","1","2","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","3","1","5","0","2","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","13","16","41","3","24","1","16","2","27","6","4","0","0","2","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","0","5","0","1","0","0","0","3","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩南部","0","0","4","0","6","2","7","0","2","0","6","3","0","0","0","2","0","0","0","0","","","","","",""
"北多摩北部","0","0","6","6","20","0","7","0","9","0","23","1","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","4","67","51","235","35","130","7","55","5","200","50","10","1","0","8","0","1","1","0","","","","","",""
