"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","3","0","0","0","12","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","0","4","3","80","4","1","0","40","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","0","4","3","170","39","0","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","18","0","3","6","156","39","0","1","2","0","0","2","1","4","0","1","0","0","0","0","0","0","0","0"
"3歳","26","0","2","11","129","43","3","1","0","0","0","0","0","12","0","0","0","0","0","0","1","0","0","0"
"4歳","19","0","1","21","145","37","1","2","0","0","0","1","0","8","1","0","0","0","0","0","0","0","0","0"
"5歳","13","0","3","17","121","35","1","0","0","0","0","0","0","10","0","1","0","0","0","0","0","0","0","0"
"6歳","16","0","0","9","94","14","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"7歳","16","0","0","20","102","5","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","17","0","0","5","49","1","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","12","0","0","5","46","1","0","8","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","51","0","0","8","90","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","19","0","0","1","36","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"20〜29歳","34","0","1","7","255","3","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","1"
"30〜39歳","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"40〜49歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","331","0","18","116","1485","228","9","24","68","0","0","5","4","50","1","3","0","12","0","0","1","2","0","2"
