"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","7","0","2","1","0","0","1","1","0"
"20〜24歳","43","0","12","9","1","0","0","0","0"
"25〜29歳","22","4","2","3","3","0","0","1","0"
"30〜34歳","15","2","0","3","0","0","0","0","0"
"35〜39歳","5","1","1","0","1","0","0","1","0"
"40〜44歳","7","5","1","0","1","0","0","0","0"
"45〜49歳","1","1","1","1","0","0","0","0","0"
"50〜54歳","1","1","1","1","0","0","0","0","0"
"55〜59歳","0","0","1","0","0","0","1","0","0"
"60〜64歳","0","0","0","2","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","0","0","1","0","0","17","3","0"
"合計","101","14","21","21","6","0","24","6","0"
