"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","13","1","0","17","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","8","2","0","73","4","0","0","29","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","25","13","7","200","4","5","2","54","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","16","5","6","28","171","2","1","7","6","1","2","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"3歳","22","4","5","54","142","1","1","11","4","0","3","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","12","1","8","59","161","12","2","22","1","0","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"5歳","14","0","3","70","129","13","3","31","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6歳","29","1","1","54","114","15","1","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","18","0","4","44","91","24","1","12","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","4","0","0","13","51","19","1","6","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","10","0","0","27","55","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","47","0","0","43","106","16","1","4","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","20","0","0","4","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"20〜29歳","54","0","0","29","184","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","27","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","1","0","0","4","1"
"合計","345","57","43","432","1526","118","16","115","99","4","16","16","1","0","6","1","0","3","2","6","10","0","0","3","0","0","7","3"
