"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","1","0","13","2","23","0","2","0","17","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","16","4","4","97","10","214","2","77","0","143","0","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","11","35","6","113","37","686","8","103","1","389","7","31","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","5","31","24","91","24","465","7","21","1","317","7","14","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","7","39","37","83","20","390","10","1","2","310","20","5","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","1","35","41","81","27","261","14","1","0","230","20","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","0","0","31","36","51","11","196","17","1","0","145","25","5","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","14","39","37","4","89","12","1","0","89","12","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","12","31","40","8","56","6","1","0","65","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","13","29","4","34","6","0","1","38","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","3","15","22","6","20","3","0","0","24","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","3","34","67","2","23","2","0","0","21","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","11","0","2","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","3","20","87","0","38","7","0","2","5","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","46","212","302","822","155","2497","94","208","7","1796","115","82","5","1","23","2","0","14","0","0","0","0","0","0","0","0","0"
