"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","1","7","0","27","8","0","1","24","0","0","3","0","1","2","0","0","0","0","0","0","0","0"
"1歳","0","0","19","2","36","21","9","0","25","0","0","38","0","1","3","0","0","0","0","0","0","0","0"
"2歳","0","1","13","12","28","34","8","5","1","0","0","23","0","1","0","1","0","0","0","0","0","0","0"
"3歳","0","0","17","26","38","24","3","5","0","0","0","24","0","5","0","1","0","0","0","0","0","0","0"
"4歳","0","0","15","34","46","28","2","5","0","0","0","18","0","13","0","0","0","1","0","0","0","0","0"
"5歳","0","0","9","37","27","16","2","10","0","0","0","7","0","5","0","0","0","0","0","0","0","0","0"
"6歳","0","1","2","32","25","8","1","3","0","0","0","5","0","4","1","0","0","0","0","0","0","0","0"
"7歳","0","0","4","23","20","4","0","11","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"8歳","1","1","1","13","11","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","12","15","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","5","1","2","16","38","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","1","3","43","2","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","6","91","210","361","152","26","47","50","0","0","120","0","42","6","2","0","5","0","0","0","0","0"
