"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","10","12","15","96","7","3","2","6","0","0","2","0","1","0","3","0","0","5","1","0","0","","","","","",""
"区南部","2","19","5","30","111","4","4","4","4","2","0","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","8","12","0","47","122","2","2","2","5","0","1","6","3","0","0","1","0","1","4","0","1","0","","","","","",""
"区西部","2","30","4","8","73","2","1","3","6","1","2","3","1","0","0","3","0","0","2","0","0","0","","","","","",""
"区西北部","2","11","2","25","112","5","1","0","9","0","0","9","1","0","0","1","0","0","2","0","0","0","","","","","",""
"区東北部","2","25","6","28","106","6","2","6","8","0","1","7","0","0","0","7","0","0","2","0","0","0","","","","","",""
"区東部","9","8","5","39","128","13","6","1","15","0","1","15","0","0","0","1","0","0","1","0","0","1","","","","","",""
"西多摩","1","2","0","11","3","1","1","1","2","0","0","6","0","0","0","0","0","0","2","0","0","0","","","","","",""
"南多摩","3","18","3","46","124","18","7","6","8","1","1","8","2","0","0","0","0","0","3","0","0","0","","","","","",""
"北多摩西部","0","11","0","38","20","8","3","6","3","0","0","2","0","0","0","0","0","0","2","0","0","0","","","","","",""
"北多摩南部","1","3","1","15","61","3","0","3","4","0","0","7","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","17","3","56","44","4","4","6","8","0","0","9","1","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","32","166","41","358","1000","73","34","40","78","4","6","79","10","1","0","18","0","1","24","1","1","1","","","","","",""
